period	stream_id	stream_label	suprathematique	suprathematique_label	isolated	cluster_id	cluster_univ_id	data	pos_y	pos_x	pos_x_t	term	weight	density	parameters
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	competitive advantage	0.023040486139995254	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	further research	0.021931758265652346	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	systematic review	0.008705835285788758	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	value creation	0.006067555573458942	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	information management	0.007063376186578256	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	emerging economies	0.00940736014134312	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	chain integration	0.027315497171525427	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	operational performance	0.022585339310793782	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	data analysis	0.01246439745775192	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	systematic literature review	0.01695442077893218	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	social network analysis	0.001962567019204037	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	information flow	0.006117315928333851	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	business processes	0.007621168357293294	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	information technology	0.021806487848929475	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	simulation model	0.0003423059957758975	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	business performance	0.0168473555540667	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	survey data	0.024067311427002188	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	chain partners	0.011372494876581055	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	sustainability assessment	0.0003301340661276345	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	empirical evidence	0.02814814576323678	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	purpose of this paper	0.03120510021830738	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	conceptual framework	0.015620307493470003	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	chain management	0.03845228417245692	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	sustainability practices	0.01774038686398054	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	GSCM practices	0.01730711970556021	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	chain performance	0.012142384418155015	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	business environment	0.014551006020886102	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	literature review	0.023899278857721862	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	success factors	0.004921811198483281	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	research study	0.01534866703099673	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	structural equation	0.029134569418228336	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	critical success factors	0.014566055142692297	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	management practices	0.013655106054289743	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	management system	0.008532620126702166	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	purpose of this study	0.01957337274749471	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	research questions	0.016408507985449478	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	future research	0.018418483812809562	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	chain agility	0.008895094078719584	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	Practical implications	0.03350041158926081	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	knowledge management	0.002945394520820072	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	blockchain technology	0.009245320287600452	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	Internet of Things	0.005858118297873416	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	future research directions	0.012739070354376941	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	business models	0.010334996340365013	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
2001_2021	7	chain management - Research limitations/implications	4	chain management - Research limitations/implications	1	2	4	chain management & Research limitations/implications	0.0	0.0	0.0	Triple bottom line	0.004064263050609153	0.9719984909535717	overl_size:False;computeoptimaldistancethres:True;dist:distributional;het_typ:True;field2:Terms;CDM:louvain;nb_per:1;field1:Terms;k_nearest:99999;top_node:200;distance_mode:cooc;orph:False;time_sp:homogeneous;int-thres:0.27;top_edges:99999;d_thres:0.1;period_size:None;norm:norm
